note : some may consider portions of the following text to be spoilers . 	Translation	Positive	Negative	EmotionRationale
 ( one of the great touches in the film is how blake , when startled by carla's unannounced appearance , begins to both verbally and physically backpedal even before he realizes that the cat's out of the bag . ) 	 ( one of the great touches in the film is how blake , when startled by carla's unannounced appearance , begins to both verbally and physically backpedal even before he realizes that the cat's out of the bag .<br> )	3	-2	 one[0] of[0] the[0] great[2] touches[0] in[0] the[0] film[0] is[0] how[0] blake[0] when[0] startled[-1] by[0] carla's[0] unannounced[0] appearance[0] begins[0] to[0] both[0] verbally[0] and[0] physically[0] backpedal[0] even[0] before[0] he[0] realizes[0] that[0] the[0] cat's[0] out[0] of[0] the[0] bag[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
double-teamed by the understandably aggrieved women ( who are more smirkingly inquisitive than ferociously vengeful -- they want a justification for his ongoing hypocrisy ) , an increasingly-flustered blake weakly defends himself with apologetic and even self-righteous declarations against their verbal jabs . 	double-teamed by the understandably aggrieved women ( who are more smirkingly inquisitive than ferociously vengeful - they want a justification for his ongoing hypocrisy ) , an increasingly-flustered blake weakly defends himself with apologetic and even self-righteous declarations against their verbal jabs .	1	-4	 double[0] teamed[0] by[0] the[0] understandably[0] aggrieved[-1] women[0] who[0] are[0] more[0] smirkingly[0] inquisitive[0] than[0] ferociously[-3] vengeful[0] they[0] want[0] a[0] justification[0] for[0] his[0] ongoing[0] hypocrisy[-1] an[0] increasingly[0] flustered[0] blake[0] weakly[-1] defends[0] himself[0] with[0] apologetic[0] and[0] even[0] self[0] righteous[0] declarations[0] against[-1] their[0] verbal[0] jabs[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
surprisingly delightful in the waltz of scathing witty banter shared by its trio of characters , two girls and a guy concludes its first sequence with an unexpected apoplectic act of such outrageous audacity that it seemed nothing was off-limits for this film . 	surprisingly delightful in the waltz of scathing witty banter shared by its trio of characters , two girls and a guy concludes its first sequence with an unexpected apoplectic act of such outrageous audacity that it seemed nothing was off-limits for this film .	3	-3	 surprisingly[0] delightful[2] in[0] the[0] waltz[0] of[0] scathing[0] witty[0] banter[0] shared[0] by[0] its[0] trio[0] of[0] characters[0] two[0] girls[0] and[0] a[0] guy[0] concludes[0] its[0] first[0] sequence[0] with[0] an[0] unexpected[0] apoplectic[0] act[0] of[0] such[0] outrageous[-2] audacity[0] that[0] it[0] seemed[0] nothing[0] was[0] off[0] limits[0] for[0] this[0] film[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
however , it'd be unfeasible to attempt to string along carla and lou's outrage to full feature-length , and it's as the movie gradually transforms into the sharing of exploratory profundities on the nature of fidelity and relationships that it slowly but surely begins to unravel . 	however , it'd be unfeasible to attempt to string along carla and lou's outrage to full feature-length , and it's as the movie gradually transforms into the sharing of exploratory profundities on the nature of fidelity and relationships that it slowly but surely begins to unravel .	1	-3	 however[0] it'd[0] be[0] unfeasible[0] to[0] attempt[0] to[0] string[0] along[0] carla[0] and[0] lou's[0] outrage[-2] to[0] full[0] feature[0] length[0] and[0] it's[0] as[0] the[0] movie[0] gradually[0] transforms[0] into[0] the[0] sharing[0] of[0] exploratory[0] profundities[0] on[0] the[0] nature[0] of[0] fidelity[0] and[0] relationships[0] that[0] it[0] slowly[0] but[0] surely[0] begins[0] to[0] unravel[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
the dialogue becomes less and less engaging and clever , the film's tempo loses its liveliness , the dynamic between the characters evolves in unconvincing fashion , and several sequences fall flat . 	the dialogue becomes less and less engaging and clever , the film's tempo loses its liveliness , the dynamic between the characters evolves in unconvincing fashion , and several sequences fall flat .	2	-2	 the[0] dialogue[0] becomes[0] less[0] and[0] less[0] engaging[0] and[0] clever[0] the[0] film's[0] tempo[0] loses[-1] its[0] liveliness[1] the[0] dynamic[1] between[0] the[0] characters[0] evolves[0] in[0] unconvincing[0] fashion[0] and[0] several[0] sequences[0] fall[0] flat[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
subtle and not-quite-subtle allusions are made ( a poster of jules et jim hangs prominently on the wall ) , and secrets are revealed which barrel the film toward an uncompelling weepy finale . 	subtle and not-quite-subtle allusions are made ( a poster of jules et jim hangs prominently on the wall ) , and secrets are revealed which barrel the film toward an uncompelling weepy finale .	1	-3	 subtle[0] and[0] not[0] quite[0] subtle[0] allusions[0] are[0] made[0] a[0] poster[0] of[0] jules[0] et[0] jim[0] hangs[0] prominently[0] on[0] the[0] wall[0] and[0] secrets[0] are[0] revealed[0] which[0] barrel[0] the[0] film[0] toward[0] an[0] uncompelling[0] weepy[-2] finale[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
one key turning point in the film is the kinky sex scene between blake and carla . 	one key turning point in the film is the kinky sex scene between blake and carla .	1	-1	 one[0] key[0] turning[0] point[0] in[0] the[0] film[0] is[0] the[0] kinky[0] sex[0] scene[0] between[0] blake[0] and[0] carla[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
two girls and a guy was embroiled in a bitter , long-running dispute with the mpaa with regards to this scene -- contractually-obligated to deliver an r-rated film , mr . toback was forced to resubmit fourteen scaled-down versions of the steamy interlude before the mpaa withdrew their nc-17 rating in favour of an r -- and while admittedly titillating , the net effect of the vignette on the film's thematic narrative is rather dubious . 	two girls and a guy was embroiled in a bitter , long-running dispute with the mpa with regards to this scene - contractually-obligated to deliver an are-rated film , mr .<br> toback was forced to resubmit fourteen scaled-down versions of the steamy interlude before the mpa withdrew their nc-17 rating in favour of an are - and while admittedly titillating , the net effect of the vignette on the film's thematic narrative is rather dubious .	2	-2	 two[0] girls[0] and[0] a[0] guy[0] was[0] embroiled[0] in[0] a[0] bitter[-1] long[0] running[0] dispute[-1] with[0] the[0] mpaa/mpa[0] with[0] regards[0] to[0] this[0] scene[0] contractually[0] obligated[0] to[0] deliver[0] an[0] r[0] rated[0] film[0] mr[0] [[Sentence=-2,1=word max, 1-5]] toback[0] was[0] forced[0] to[0] resubmit[0] fourteen[0] scaled[0] down[0] versions[0] of[0] the[0] steamy[0] interlude[0] before[0] the[0] mpaa/mpa[0] withdrew[0] their[0] nc[0] -17[0] rating[0] in[0] favour[1] of[0] an[0] r[0] and[0] while[0] admittedly[0] titillating[0] the[0] net[0] effect[0] of[0] the[0] vignette[0] on[0] the[0] film's[0] thematic[0] narrative[0] is[0] rather[0] dubious[-1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
if anything , two girls and a guy serves as a showcase for the phenomenal talents of mr . downey jr . , whose versatility is put to the test in this film . 	if anything , two girls and a guy serves as a showcase for the phenomenal talents of mr .<br> downey jr .<br> , whose versatility is put to the test in this film .	2	-1	 if[0] anything[0] two[0] girls[0] and[0] a[0] guy[0] serves[0] as[0] a[0] showcase[0] for[0] the[0] phenomenal[0] talents[1] of[0] mr[0] [[Sentence=-1,2=word max, 1-5]] downey[0] jr[0] [[Sentence=-1,1=word max, 1-5]] whose[0] versatility[0] is[0] put[0] to[0] the[0] test[0] in[0] this[0] film[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
he plays the gamut from indignant to humbled , from self-assured to disconcerted , yet his acting gears shift so smoothly as to not be registered . 	he plays the gamut from indignant to humbled , from self-assured to disconcerted , yet his acting gears shift so smoothly as to not be registered .	2	-2	 he[0] plays[1] the[0] gamut[0] from[0] indignant[0] to[0] humbled[0] from[0] self[0] assured[0] to[0] disconcerted[-1] yet[0] his[0] acting[0] gears[0] shift[0] so[0] smoothly[0] as[0] to[0] not[0] be[0] registered[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
it's a wonderful performance in a role custom-tailored for him ; mr . toback wrote the screenplay in four days shortly after mr . downey jr . was arrested on drug charges , and it's hard not to see echoes of reality seeping into his character -- in a monologue to his mirrored reflection , blake's self-chiding to " get [his] shit together " is disquieting in its resonance . 	it's a wonderful performance in a role custom-tailored for him ; mr .<br> toback wrote the screenplay in four days shortly after mr .<br> downey jr .<br> was arrested on drug charges , and it's hard not to see echoes of reality seeping into his character - in a monologue to his mirrored reflection , blake's self-chiding to " get [his] shit together " is disquieting in its resonance .	3	-2	 it's[0] a[0] wonderful[2] performance[0] in[0] a[0] role[0] custom[0] tailored[0] for[0] him[0] mr[0] [[Sentence=-1,3=word max, 1-5]] toback[0] wrote[0] the[0] screenplay[0] in[0] four[0] days[0] shortly[0] after[0] mr[0] [[Sentence=-1,1=word max, 1-5]] downey[0] jr[0] [[Sentence=-1,1=word max, 1-5]] was[0] arrested[0] on[0] drug[0] charges[-1] and[0] it's[0] hard[0] not[0] to[0] see[0] echoes[0] of[0] reality[0] seeping[0] into[0] his[0] character[0] in[0] a[0] monologue[0] to[0] his[0] mirrored[0] reflection[0] blake's[0] self[0] chiding[0] to[0] get[0] [his][0] shit[-1] together[0] is[0] disquieting[0] in[0] its[0] resonance[0] [[Sentence=-2,1=word max, 1-5]][[[3,-2 max of sentences]]]
while mr . downey jr . 's showstopping performance is undoubtedly the primary strength of the film , both actresses are solid in more broadly-observed roles . 	while mr .<br> downey jr .<br> 's showstopping performance is undoubtedly the primary strength of the film , both actresses are solid in more broadly-observed roles .	1	-1	 while[0] mr[0] [[Sentence=-1,1=word max, 1-5]] downey[0] jr[0] [[Sentence=-1,1=word max, 1-5]] 's[0] showstopping[0] performance[0] is[0] undoubtedly[0] the[0] primary[0] strength[0] of[0] the[0] film[0] both[0] actresses[0] are[0] solid[0] in[0] more[0] broadly[0] observed[0] roles[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
ms . graham is quickly becoming one of america's more daring actresses , involving herself in three successive risky projects -- two girls and a guy and boogie nights are both quite sexually frank , while lost in space has a screenplay penned by akiva goldsman . 	ms .<br> graham is quickly becoming one of america's more daring actresses , involving herself in three successive risky projects - two girls and a guy and boogie nights are both quite sexually frank , while lost in space has a screenplay penned by akiva goldsman .	1	-2	 ms[0] [[Sentence=-1,1=word max, 1-5]] graham[0] is[0] quickly[0] becoming[0] one[0] of[0] america's[0] more[0] daring[0] actresses[0] involving[0] herself[0] in[0] three[0] successive[0] risky[-1] projects[0] two[0] girls[0] and[0] a[0] guy[0] and[0] boogie[0] nights[0] are[0] both[0] quite[0] sexually[0] frank[0] while[0] lost[0] in[0] space[0] has[0] a[0] screenplay[0] penned[0] by[0] akiva[0] goldsman[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
she's quite appealing here , playing a character at once both dainty and sultry . 	she's quite appealing here , playing a character at once both dainty and sultry .	2	-1	 she's[0] quite[0] appealing[0] here[0] playing[1] a[0] character[0] at[0] once[0] both[0] dainty[0] and[0] sultry[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
meanwhile , ms . gregson wagner initially portrays lou with such an unwarranted spunk that audiences are likely to find it either annoying , or , like me , endearing . 	meanwhile , ms .<br> gregson wagner initially portrays lou with such an unwarranted spunk that audiences are likely to find it either annoying , or , like me , endearing .	2	-3	 meanwhile[0] ms[0] [[Sentence=-1,1=word max, 1-5]] gregson[0] wagner[0] initially[0] portrays[0] lou[0] with[0] such[0] an[0] unwarranted[0] spunk[0] that[0] audiences[0] are[0] likely[0] to[0] find[0] it[0] either[0] annoying[-2] or[0] like[1] me[0] endearing[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
she tones it down substantially as the film progresses , but i found her more fun to watch as the artificially excitable chatterbox . 	she tones it down substantially as the film progresses , but i found her more fun to watch as the artificially excitable chatterbox .	3	-1	 she[0] tones[0] it[0] down[0] substantially[0] as[0] the[0] film[0] progresses[0] but[0] i[0] found[0] her[0] more[0] fun[1] to[0] watch[0] as[0] the[0] artificially[0] excitable[2] chatterbox[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
the film was reportedly shot in eleven days , filmed mostly in sequence , and the resultant artifacts of this rapid shoot are evident throughout . 	the film was reportedly shot in eleven days , filmed mostly in sequence , and the resultant artifacts of this rapid shoot are evident throughout .	1	-2	 the[0] film[0] was[0] reportedly[0] shot[-1] in[0] eleven[0] days[0] filmed[0] mostly[0] in[0] sequence[0] and[0] the[0] resultant[0] artifacts[0] of[0] this[0] rapid[0] shoot[-1] are[0] evident[0] throughout[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
two girls and a guy has an agile , spontaneous sort of feel , and one senses that mr . toback encouraged a good deal of improvisation from his three actors . 	two girls and a guy has an agile , spontaneous sort of feel , and one senses that mr .<br> toback encouraged a good deal of improvisation from his three actors .	2	-1	 two[0] girls[0] and[0] a[0] guy[0] has[0] an[0] agile[0] spontaneous[0] sort[0] of[0] feel[0] and[0] one[0] senses[0] that[0] mr[0] [[Sentence=-1,1=word max, 1-5]] toback[0] encouraged[1] a[0] good[1] deal[0] of[0] improvisation[0] from[0] his[0] three[0] actors[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
while the film could be transposed directly to the stage more or less intact , it doesn't feel constricted ; the expansive apartment setting is well-used to vary the background , and mr . toback allows his camera to wander and linger on his characters in an effective manner . 	while the film could be transposed directly to the stage more or less intact , it doesn't feel constricted ; the expansive apartment setting is well-used to vary the background , and mr .<br> toback allows his camera to wander and linger on his characters in an effective manner .	1	-1	 while[0] the[0] film[0] could[0] be[0] transposed[0] directly[0] to[0] the[0] stage[0] more[0] or[0] less[0] intact[0] it[0] doesn't[0] feel[0] constricted[0] the[0] expansive[0] apartment[0] setting[0] is[0] well[0] used[0] to[0] vary[0] the[0] background[0] and[0] mr[0] [[Sentence=-1,1=word max, 1-5]] toback[0] allows[0] his[0] camera[0] to[0] wander[0] and[0] linger[0] on[0] his[0] characters[0] in[0] an[0] effective[0] manner[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
two girls and a guy falls short of its potential , but thanks to some stellar work by mr . downey jr . , it's still often an enjoyable , bitingly funny romp , particularly as we watch the surprisingly-resilient blake evasively try to rationalize his behaviour and even turn the tables on his girlfriends . 	two girls and a guy falls short of its potential , but thanks to some stellar work by mr .<br> downey jr .<br> , it's still often an enjoyable , bitingly funny romp , particularly as we watch the surprisingly-resilient blake evasively try to rationalize his behaviour and even turn the tables on his girlfriends .	3	-1	 two[0] girls[0] and[0] a[0] guy[0] falls[0] short[0] of[0] its[0] potential[0] but[0] thanks[1] to[0] some[0] stellar[0] work[0] by[0] mr[0] [[Sentence=-1,2=word max, 1-5]] downey[0] jr[0] [[Sentence=-1,1=word max, 1-5]] it's[0] still[0] often[0] an[0] enjoyable[2] bitingly[0] funny[1] romp[0] particularly[0] as[0] we[0] watch[0] the[0] surprisingly[0] resilient[0] blake[0] evasively[0] try[0] to[0] rationalize[0] his[0] behaviour[0] and[0] even[0] turn[0] the[0] tables[0] on[0] his[0] girlfriends[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
 " i'm an actor , " he tells them at one point , using the ol' tried-and-tested occupational-hazard defense . 	 " i'm an actor , " he tells them at one point , using the ol' tried-and-tested occupational-hazard defense .	1	-2	 i'm[0] an[0] actor[0] he[0] tells[0] them[0] at[0] one[0] point[0] using[0] the[0] ol'[0] tried[0] and[0] tested[0] occupational[0] hazard[-1] defense[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
 " actors lie . " 	 " actors lie .<br> "	1	-1	 actors[0] lie[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
but not , they all seem to agree , denzel washington . 	but not , they all seem to agree , denzel washington .	1	-1	 but[0] not[0] they[0] all[0] seem[0] to[0] agree[0] denzel[0] washington[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
