note : some may consider portions of the following text to be spoilers . 	Translation	Positive	Negative	EmotionRationale
a radio broadcast appears to be describing his every move . 	a radio broadcast appears to be describing his every move .	1	-1	 a[0] radio[0] broadcast[0] appears[0] to[0] be[0] describing[0] his[0] every[0] move[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
for the first time in his life , it is beginning to dawn on truman that things are not what they appear to be . 	for the first time in his life , it is beginning to dawn on truman that things are not what they appear to be .	1	-1	 for[0] the[0] first[0] time[0] in[0] his[0] life[0] it[0] is[0] beginning[0] to[0] dawn[0] on[0] truman[0] that[0] things[0] are[0] not[0] what[0] they[0] appear[0] to[0] be[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
the truman show , directed by peter weir and written by andrew niccol , is a remarkably well-constructed film , paced perfectly with every scene fluidly leading into the next . 	the truman show , directed by peter weir and written by andrew niccol , is a remarkably well-constructed film , paced perfectly with every scene fluidly leading into the next .	2	-1	 the[0] truman[0] show[0] directed[0] by[0] peter[0] weir[0] and[0] written[0] by[0] andrew[0] niccol[0] is[0] a[0] remarkably[0] well[0] constructed[0] film[0] paced[0] perfectly[1] with[0] every[0] scene[0] fluidly[0] leading[0] into[0] the[0] next[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
balancing drama with humour , thoughtfulness with abandon , this is a film which addresses an intriguing and intricate concept with just the right mixture of sermonizing and whimsical fancy . 	balancing drama with humour , thoughtfulness with abandon , this is a film which addresses an intriguing and intricate concept with just the right mixture of sermonizing and whimsical fancy .	3	-2	 balancing[0] drama[0] with[0] humour[2] thoughtfulness[1] with[0] abandon[-1] this[0] is[0] a[0] film[0] which[0] addresses[0] an[0] intriguing[0] and[0] intricate[0] concept[0] with[0] just[0] the[0] right[0] mixture[0] of[0] sermonizing[0] and[0] whimsical[0] fancy[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
in many ways , mr . niccol's screenplay mirrors the spirit of his previous gattaca -- both films focus on the theme of triumph of the human spirit over oppressive adversity , with pivotal , character-defining moments occurring at sea . 	in many ways , mr .<br> niccol's screenplay mirrors the spirit of his previous gattaca - both films focus on the theme of triumph of the human spirit over oppressive adversity , with pivotal , character-defining moments occurring at sea .	3	-3	 in[0] many[0] ways[0] mr[0] [[Sentence=-1,1=word max, 1-5]] niccol's[0] screenplay[0] mirrors[0] the[0] spirit[0] of[0] his[0] previous[0] gattaca[0] both[0] films[0] focus[0] on[0] the[0] theme[0] of[0] triumph[2] of[0] the[0] human[0] spirit[0] over[0] oppressive[-2] adversity[-1] with[0] pivotal[0] character[0] defining[0] moments[0] occurring[0] at[0] sea[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
although the film's rather conventional climax doesn't sustain the inspired dynamic achieved in the first two-thirds , and ultimately just falls short on delivering the intended emotional punch , there are moments through the truman show which are genuinely stirring and moving as truman attempts to make sense of his unraveling world and grasp the implications behind his discoveries of deception . 	although the film's rather conventional climax doesn't sustain the inspired dynamic achieved in the first two-thirds , and ultimately just falls short on delivering the intended emotional punch , there are moments through the truman show which are genuinely stirring and moving as truman attempts to make sense of his unraveling world and grasp the implications behind his discoveries of deception .	3	-2	 although[0] the[0] film's[0] rather[0] conventional[0] climax[0] doesn't[0] sustain[0] the[0] inspired[2] dynamic[1] achieved[0] in[0] the[0] first[0] two[0] thirds[0] and[0] ultimately[0] just[0] falls[0] short[0] on[0] delivering[0] the[0] intended[0] emotional[-1] punch[-1] there[0] are[0] moments[0] through[0] the[0] truman[0] show[0] which[0] are[0] genuinely[0] stirring[0] and[0] moving[0] as[0] truman[0] attempts[0] to[0] make[0] sense[0] of[0] his[0] unraveling[0] world[0] and[0] grasp[0] the[0] implications[0] behind[0] his[0] discoveries[0] of[0] deception[-1] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
despite the multitude of pertinent issues being broached by the film , it remains foremost a finely-crafted piece of entertainment , constantly light and accessible . 	despite the multitude of pertinent issues being broached by the film , it remains foremost a finely-crafted piece of entertainment , constantly light and accessible .	1	-1	 despite[0] the[0] multitude[0] of[0] pertinent[0] issues[0] being[0] broached[0] by[0] the[0] film[0] it[0] remains[0] foremost[0] a[0] finely[0] crafted[0] piece[0] of[0] entertainment[0] constantly[0] light[0] and[0] accessible[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
the tone achieved is far too sunny for any sense of fearful paranoia to legitimately intrude , and as the carefully-stacked seahaven house of cards tumbles down , the film eschews any psychological ramifications for a man discovering that the fundamentals of his entire existence have been false . 	the tone achieved is far too sunny for any sense of fearful paranoia to legitimately intrude , and as the carefully-stacked seahaven house of cards tumbles down , the film eschews any psychological ramifications for a man discovering that the fundamentals of his entire existence have been false .	2	-4	 the[0] tone[0] achieved[0] is[0] far[0] too[0] sunny[1] for[0] any[0] sense[0] of[0] fearful[-2] paranoia[-2][-1 MultiplePositiveWords] to[0] legitimately[0] intrude[-1] and[0] as[0] the[0] carefully[0] stacked[0] seahaven[0] house[0] of[0] cards[0] tumbles[0] down[0] the[0] film[0] eschews[0] any[0] psychological[0] ramifications[0] for[0] a[0] man[0] discovering[0] that[0] the[0] fundamentals[0] of[0] his[0] entire[0] existence[0] have[0] been[0] false[0] [[Sentence=-4,2=word max, 1-5]][[[2,-4 max of sentences]]]
the end act of the truman show essentially boils down to a rehash of the reliable , crowdpleasing underdog vs . 	the end act of the truman show essentially boils down to a rehash of the reliable , crowdpleasing underdog vs .	1	-1	 the[0] end[0] act[0] of[0] the[0] truman[0] show[0] essentially[0] boils[0] down[0] to[0] a[0] rehash[0] of[0] the[0] reliable[0] crowdpleasing[0] underdog[0] vs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
the system formula . 	the system formula .	1	-1	 the[0] system[0] formula[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
while the film is an impressive realisation of an inspired concept , some elements are lacking . 	while the film is an impressive realisation of an inspired concept , some elements are lacking .	3	-1	 while[0] the[0] film[0] is[0] an[0] impressive[1] realisation[0] of[0] an[0] inspired[2] concept[0] some[0] elements[0] are[0] lacking[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
the device of mysterious lauren/sylvia ( natascha mcelhone ) as a contributing impetus to truman's growing awareness isn't exactly convincing . 	the device of mysterious lauren/sylvia ( natascha mcelhone ) as a contributing impetus to truman's growing awareness isn't exactly convincing .	1	-1	 the[0] device[0] of[0] mysterious[0] lauren/sylvia[0] natascha[0] mcelhone[0] as[0] a[0] contributing[0] impetus[0] to[0] truman's[0] growing[0] awareness[0] isn't[0] exactly[0] convincing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
there's not much of a discernable spark between either the two characters or the actors themselves , and the scenes in which she indignantly confronts the megalomaniac christoff ( ed harris ) with regards to the moral ambiguity of his actions unnecessarily spells things out for the audience , thankfully avoided elsewhere in the film . 	there's not much of a discernable spark between either the two characters or the actors themselves , and the scenes in which she indignantly confronts the megalomaniac christoff ( ed harris ) with regards to the moral ambiguity of his actions unnecessarily spells things out for the audience , thankfully avoided elsewhere in the film .	2	-3	 there's[0] not[0] much[0] of[0] a[0] discernable[0] spark[0] between[0] either[0] the[0] two[0] characters[0] or[0] the[0] actors[0] themselves[0] and[0] the[0] scenes[0] in[0] which[0] she[0] indignantly[0] confronts[-2] the[0] megalomaniac[0] christoff[0] ed[0] harris[0] with[0] regards[0] to[0] the[0] moral[0] ambiguity[-1] of[0] his[0] actions[0] unnecessarily[-1] spells[0] things[0] out[0] for[0] the[0] audience[0] thankfully[1] avoided[-1] elsewhere[0] in[0] the[0] film[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
in fact , although the film smartly restricts the number of scenes depicting the real world outside truman's artificial utopia to a mere handful of select reaction shots from enraptured gazers , it might have perhaps been even more indicting and damning to immerse itself even * more * deeply in the insulatory seahaven world , with the resultant effect that the repercussions felt as the film finally shifts outside the imposed bubble are all the more startling . 	in fact , although the film smartly restricts the number of scenes depicting the real world outside truman's artificial utopia to a mere handful of select reaction shots from enraptured gazers , it might have perhaps been even more indicting and damning to immerse itself even * more * deeply in the insulatory seahaven world , with the resultant effect that the repercussions felt as the film finally shifts outside the imposed bubble are all the more startling .	2	-2	 in[0] fact[0] although[0] the[0] film[0] smartly[1] restricts[-1] the[0] number[0] of[0] scenes[0] depicting[0] the[0] real[0] world[0] outside[0] truman's[0] artificial[0] utopia[0] to[0] a[0] mere[0] handful[0] of[0] select[0] reaction[0] shots[0] from[0] enraptured[0] gazers[0] it[0] might[0] have[0] perhaps[0] been[0] even[0] more[0] indicting[0] and[0] damning[-1] to[0] immerse[0] itself[0] even[0] more[0] deeply[0] in[0] the[0] insulatory[0] seahaven[0] world[0] with[0] the[0] resultant[0] effect[0] that[0] the[0] repercussions[0] felt[0] as[0] the[0] film[0] finally[0] shifts[0] outside[0] the[0] imposed[-1] bubble[0] are[0] all[0] the[0] more[0] startling[-1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
still , the scathing commentary issued by this film is on target , and its insidiously oblique manner of delivery is far more effective in conveying the message than the more forthright anti-voyeuristic tirades such as that of the recent costa gavras film mad city . 	still , the scathing commentary issued by this film is on target , and its insidiously oblique manner of delivery is far more effective in conveying the message than the more forthright anti-voyeuristic tirades such as that of the recent costa gavras film mad city .	1	-3	 still[0] the[0] scathing[0] commentary[0] issued[0] by[0] this[0] film[0] is[0] on[0] target[0] and[0] its[0] insidiously[-2] oblique[-1] manner[0] of[0] delivery[0] is[0] far[0] more[0] effective[0] in[0] conveying[0] the[0] message[0] than[0] the[0] more[0] forthright[0] anti[0] voyeuristic[0] tirades[0] such[0] as[0] that[0] of[0] the[0] recent[0] costa[0] gavras[0] film[0] mad[-1] city[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
i've always believed that the versatile ms . linney possesses a tremendous comic gift -- she has always seems to have a impish gleam in her eyes -- and in the truman show she runs rampant with her duplicitous character , mischievously flashing a glazed , insanely jovial grin as she perkily recites impromptu product placement slogans . 	i've always believed that the versatile ms .<br> linney possesses a tremendous comic gift - she has always seems to have a impish gleam in her eyes - and in the truman show she runs rampant with her duplicitous character , mischievously flashing a glazed , insanely jovial grin as she perkily recites impromptu product placement slogans .	2	-2	 i've[0] always[0] believed[0] that[0] the[0] versatile[0] ms[0] [[Sentence=-1,1=word max, 1-5]] linney[0] possesses[0] a[0] tremendous[0] comic[0] gift[0] she[0] has[0] always[0] seems[0] to[0] have[0] a[0] impish[0] gleam[0] in[0] her[0] eyes[0] and[0] in[0] the[0] truman[0] show[0] she[0] runs[0] rampant[-1] with[0] her[0] duplicitous[0] character[0] mischievously[-1] flashing[0] a[0] glazed[0] insanely[0] jovial[0] grin[1] as[0] she[0] perkily[0] recites[0] impromptu[0] product[0] placement[0] slogans[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
cheerfully going over the top , it's hilarious to watch her -- who would have ever guessed that she'd have the opportunity to outshine the reigning king of comedy in the laughs department of a film ? 	cheerfully going over the top , it's hilarious to watch her - who would have ever guessed that she'd have the opportunity to outshine the reigning king of comedy in the laughs department of a film ?	3	-1	 cheerfully[2] going[0] over[0] the[0] top[0] it's[0] hilarious[2] to[0] watch[0] her[0] who[0] would[0] have[0] ever[0] guessed[0] that[0] she'd[0] have[0] the[0] opportunity[0] to[0] outshine[0] the[0] reigning[0] king[0] of[0] comedy[0] in[0] the[0] laughs[1] department[0] of[0] a[0] film[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
ms . linney is a delight in the film . 	ms .<br> linney is a delight in the film .	3	-1	 ms[0] [[Sentence=-1,1=word max, 1-5]] linney[0] is[0] a[0] delight[2] in[0] the[0] film[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
but it is mr . carrey who rules the show here . 	but it is mr .<br> carrey who rules the show here .	1	-1	 but[0] it[0] is[0] mr[0] [[Sentence=-1,1=word max, 1-5]] carrey[0] who[0] rules[0] the[0] show[0] here[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
he may not have been intuitively the most obvious choice to portray underdog hero truman burbank -- the role is seriously lacking in any of the frenetic comic interludes which typify his traditional parts -- but he brings to the character tremendous energy and eminent appeal : it's difficult not to root for truman . 	he may not have been intuitively the most obvious choice to portray underdog hero truman burbank - the role is seriously lacking in any of the frenetic comic interludes which typify his traditional parts - but he brings to the character tremendous energy and eminent appeal : it's difficult not to root for truman .	3	-2	 he[0] may[0] not[0] have[0] been[0] intuitively[0] the[0] most[0] obvious[0] choice[0] to[0] portray[0] underdog[0] hero[2] truman[0] burbank[0] the[0] role[0] is[0] seriously[0] lacking[0] in[0] any[0] of[0] the[0] frenetic[0] comic[0] interludes[0] which[0] typify[0] his[0] traditional[0] parts[0] but[0] he[0] brings[0] to[0] the[0] character[0] tremendous[0] energy[0] and[0] eminent[0] appeal[0] it's[0] difficult[-1] not[0] to[0] root[0] for[0] truman[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
in a commanding performance , mr . carrey lends our protagonist an inherent sense of decency and integrity which makes him a genuinely engaging presence , and acquits himself impressively in this dramatic turn , demonstrating admirable restraint -- there's an early scene where he's down on his knees gardening , and given his past track record , one almost instinctively anticipates mr . carrey to pull one of more infamous , and in this case , wholly inappropriate sight gags . 	in a commanding performance , mr .<br> carrey lends our protagonist an inherent sense of decency and integrity which makes him a genuinely engaging presence , and acquits himself impressively in this dramatic turn , demonstrating admirable restraint - there's an early scene where he's down on his knees gardening , and given his past track record , one almost instinctively anticipates mr .<br> carrey to pull one of more infamous , and in this case , wholly inappropriate sight gags .	3	-2	 in[0] a[0] commanding[0] performance[0] mr[0] [[Sentence=-1,1=word max, 1-5]] carrey[0] lends[0] our[0] protagonist[0] an[0] inherent[0] sense[0] of[0] decency[0] and[0] integrity[0] which[0] makes[0] him[0] a[0] genuinely[0] engaging[0] presence[0] and[0] acquits[0] himself[0] impressively[1] in[0] this[0] dramatic[0] turn[0] demonstrating[0] admirable[2] restraint[0] there's[0] an[0] early[0] scene[0] where[0] he's[0] down[0] on[0] his[0] knees[0] gardening[0] and[0] given[0] his[0] past[0] track[0] record[0] one[0] almost[0] instinctively[0] anticipates[0] mr[0] [[Sentence=-1,3=word max, 1-5]] carrey[0] to[0] pull[0] one[0] of[0] more[0] infamous[-1] and[0] in[0] this[0] case[0] wholly[0] inappropriate[0] sight[0] gags[0] [[Sentence=-2,1=word max, 1-5]][[[3,-2 max of sentences]]]
it's almost poetic how this notorious look-at-me actor successfully tones it down to play a character who's constantly the centre of attention . 	it's almost poetic how this notorious look-at-me actor successfully tones it down to play a character who's constantly the centre of attention .	3	-2	 it's[0] almost[0] poetic[0] how[0] this[0] notorious[-1] look[0] at[0] me[0] actor[0] successfully[2] tones[0] it[0] down[0] to[0] play[0] a[0] character[0] who's[0] constantly[0] the[0] centre[0] of[0] attention[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
in addition to the fine performances by the bulk of the cast -- mr . emmerich is particularly noteworthy for issuing his character a sense of sturdy trustworthiness -- the film is immeasurably aided by wonderful production design by dennis gassner in creating truman's antiseptic , white picket-fenced smalltown utopia , and by burkhard dallwitz's original score . 	in addition to the fine performances by the bulk of the cast - mr .<br> emmerich is particularly noteworthy for issuing his character a sense of sturdy trustworthiness - the film is immeasurably aided by wonderful production design by dennis gassner in creating truman's antiseptic , white picket-fenced smalltown utopia , and by burkhard dallwitz's original score .	3	-1	 in[0] addition[0] to[0] the[0] fine[2] performances[0] by[0] the[0] bulk[0] of[0] the[0] cast[0] mr[0] [[Sentence=-1,3=word max, 1-5]] emmerich[0] is[0] particularly[0] noteworthy[0] for[0] issuing[0] his[0] character[0] a[0] sense[0] of[0] sturdy[0] trustworthiness[1] the[0] film[0] is[0] immeasurably[0] aided[0] by[0] wonderful[2] production[0] design[0] by[0] dennis[0] gassner[0] in[0] creating[0] truman's[0] antiseptic[0] white[0] picket[0] fenced[0] smalltown[0] utopia[0] and[0] by[0] burkhard[0] dallwitz's[0] original[0] score[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
technical credits are first-rate all around . 	technical credits are first-rate all around .	1	-1	 technical[0] credits[0] are[0] first[0] rate[0] all[0] around[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
while the truman show is clearly a definitive high-concept film , it's not exactly a dazzlingly innovative one -- obvious predecessors utilising common elements abound , ranging from 1965's secret agent through to the groundbreaking british 1967 tv series the prisoner . 	while the truman show is clearly a definitive high-concept film , it's not exactly a dazlingly innovative one - obvious predecessors utilising common elements abound , ranging from 1965's secret agent through to the groundbreaking british 1967 tv series the prisoner .	1	-2	 while[0] the[0] truman[0] show[0] is[0] clearly[0] a[0] definitive[0] high[0] concept[0] film[0] it's[0] not[0] exactly[0] a[0] dazzlingly/dazlingly[0] innovative[0] one[0] obvious[0] predecessors[0] utilising[0] common[0] elements[0] abound[0] ranging[0] from[0] 1965's[0] secret[0] agent[0] through[0] to[0] the[0] groundbreaking[0] british[0] 1967[0] tv[0] series[0] the[0] prisoner[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
all the same , this is a visionary , award-calibre film : entertaining , provocative , and intelligent . 	all the same , this is a visionary , award-calibre film : entertaining , provocative , and intelligent .	2	-1	 all[0] the[0] same[0] this[0] is[0] a[0] visionary[0] award[0] calibre[0] film[0] entertaining[0] provocative[0] and[0] intelligent[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
the curious ( and possibly disturbing ) thing may be that although upon first glance the plausibility of the film's concept seems unfathomably outrageous , it's abundantly clear that our society is rapidly approaching , if not actualisation , at least permissiveness of such a scenario . 	the curious ( and possibly disturbing ) thing may be that although upon first glance the plausibility of the film's concept seems unfathomably outrageous , it's abundantly clear that our society is rapidly approaching , if not actualisation , at least permissiveness of such a scenario .	1	-3	 the[0] curious[0] and[0] possibly[0] disturbing[-1] thing[0] may[0] be[0] that[0] although[0] upon[0] first[0] glance[0] the[0] plausibility[0] of[0] the[0] film's[0] concept[0] seems[0] unfathomably[0] outrageous[-2] it's[0] abundantly[0] clear[0] that[0] our[0] society[0] is[0] rapidly[0] approaching[0] if[0] not[0] actualisation[0] at[0] least[0] permissiveness[0] of[0] such[0] a[0] scenario[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
perhaps the highest compliment which can be paid to mr . weir is that his depiction of this bizarro state is so convincing that we accept it without question . 	perhaps the highest compliment which can be paid to mr .<br> weir is that his depiction of this bizarro state is so convincing that we accept it without question .	2	-1	 perhaps[0] the[0] highest[0] compliment[1] which[0] can[0] be[0] paid[0] to[0] mr[0] [[Sentence=-1,2=word max, 1-5]] weir[0] is[0] that[0] his[0] depiction[0] of[0] this[0] bizarro[0] state[0] is[0] so[0] convincing[0] that[0] we[0] accept[0] it[0] without[0] question[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
perhaps we recognize a bit of ourselves in this world . 	perhaps we recognize a bit of ourselves in this world .	1	-1	 perhaps[0] we[0] recognize[0] a[0] bit[0] of[0] ourselves[0] in[0] this[0] world[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
