note : some may consider portions of the following text to be spoilers . 	Translation	Positive	Negative	EmotionRationale
considering the serious nature of the film's theme - the importance of the united states' first amendment - the people vs . 	considering the serious nature of the film's theme - the importance of the united states' first amendment - the people vs .	1	-2	 considering[0] the[0] serious[-1] nature[0] of[0] the[0] film's[0] theme[0] the[0] importance[0] of[0] the[0] united[0] states'[0] first[0] amendment[0] the[0] people[0] vs[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
larry flynt is surprisingly and wonderfully light-hearted and humourous . 	larry flynt is surprisingly and wonderfully light-hearted and humourous .	3	-1	 larry[0] flynt[0] is[0] surprisingly[0] and[0] wonderfully[2] light[0] hearted[0] and[0] humourous[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
much of the comedy is elicited from larry flynt's outlandish stunts at his courtroom appearances - some of his chosen apparel is hilarious - and for the most part these elements of the film work far better than some of the more dramatic points , such as an uninspiring flynt monologue set at a free speech rally in front of an enormous american flag dealing with the subjectivity of obscenity . 	much of the comedy is elicited from larry flynt's outlandish stunts at his courtroom appearances - some of his chosen apparel is hilarious - and for the most part these elements of the film work far better than some of the more dramatic points , such as an uninspiring flynt monologue set at a free speech rally in front of an enormous american flag dealing with the subjectivity of obscenity .	3	-1	 much[0] of[0] the[0] comedy[0] is[0] elicited[0] from[0] larry[0] flynt's[0] outlandish[0] stunts[0] at[0] his[0] courtroom[0] appearances[0] some[0] of[0] his[0] chosen[0] apparel[0] is[0] hilarious[2] and[0] for[0] the[0] most[0] part[0] these[0] elements[0] of[0] the[0] film[0] work[0] far[0] better[0] than[0] some[0] of[0] the[0] more[0] dramatic[0] points[0] such[0] as[0] an[0] uninspiring[0] flynt[0] monologue[0] set[0] at[0] a[0] free[0] speech[0] rally[0] in[0] front[0] of[0] an[0] enormous[0] american[0] flag[0] dealing[0] with[0] the[0] subjectivity[0] of[0] obscenity[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
the film's focus is on the flynt's many battles over first amendment rights and freedom of speech , but the heart of the people vs . 	the film's focus is on the flynt's many battles over first amendment rights and freedom of speech , but the heart of the people vs .	1	-2	 the[0] film's[0] focus[0] is[0] on[0] the[0] flynt's[0] many[0] battles[-1] over[0] first[0] amendment[0] rights[0] and[0] freedom[0] of[0] speech[0] but[0] the[0] heart[0] of[0] the[0] people[0] vs[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
larry flynt is the touching love story between flynt and althea . 	larry flynt is the touching love story between flynt and althea .	3	-1	 larry[0] flynt[0] is[0] the[0] touching[0] love[2] story[0] between[0] flynt[0] and[0] althea[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
larry flynt is shown as being occassionally gruff , harsh , and overtly aggressive with his friends and colleagues , but with althea , we see his loving , affectionate side . 	larry flynt is shown as being occasionally gruff , harsh , and overtly aggressive with his friends and colleagues , but with althea , we see his loving , affectionate side .	4	-3	 larry[0] flynt[0] is[0] shown[0] as[0] being[0] occassionally/occasionally[0] gruff[-1] harsh[-1] and[0] overtly[0] aggressive[-2] with[0] his[0] friends[1] and[0] colleagues[0] but[0] with[0] althea[0] we[0] see[0] his[0] loving[3] affectionate[2][+1 MultiplePositiveWords] side[0] [[Sentence=-3,4=word max, 1-5]][[[4,-3 max of sentences]]]
there's a scene where flynt tenderly takes his ill wife on a ride on his wheelchair that is heartbreaking . 	there's a scene where flynt tenderly takes his ill wife on a ride on his wheelchair that is heartbreaking .	1	-4	 there's[0] a[0] scene[0] where[0] flynt[0] tenderly[0] takes[0] his[0] ill[-1] wife[0] on[0] a[0] ride[0] on[0] his[0] wheelchair[0] that[0] is[0] heartbreaking[-3] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
ultimately , the emotional power that the film hits at its conclusion comes not from his achievements from his battles against censors , but from the strength of flynt and althea's love for each other . 	ultimately , the emotional power that the film hits at its conclusion comes not from his achievements from his battles against censors , but from the strength of flynt and althea's love for each other .	3	-2	 ultimately[0] the[0] emotional[-1] power[0] that[0] the[0] film[0] hits[0] at[0] its[0] conclusion[0] comes[0] not[0] from[0] his[0] achievements[0] from[0] his[0] battles[-1] against[-1] censors[-1] but[0] from[0] the[0] strength[0] of[0] flynt[0] and[0] althea's[0] love[2] for[0] each[0] other[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
woody harrelson is entirely engaging in what must be certainly a career-topping performance as the irrepressible larry flynt . 	woody harrelson is entirely engaging in what must be certainly a career-topping performance as the irrepressible larry flynt .	1	-1	 woody[0] harrelson[0] is[0] entirely[0] engaging[0] in[0] what[0] must[0] be[0] certainly[0] a[0] career[0] topping[0] performance[0] as[0] the[0] irrepressible[0] larry[0] flynt[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
harrelson plays flynt with the right mixture of outrageousness and confident stubborness to make him endearing and entirely sympathetic to the audience , and a very compelling protagonist for the film . 	harrelson plays flynt with the right mixture of outrageousness and confident stubborness to make him endearing and entirely sympathetic to the audience , and a very compelling protagonist for the film .	2	-3	 harrelson[0] plays[1] flynt[0] with[0] the[0] right[0] mixture[0] of[0] outrageousness[-2] and[0] confident[1] stubborness[-2] to[0] make[0] him[0] endearing[0] and[0] entirely[0] sympathetic[0] to[0] the[0] audience[0] and[0] a[0] very[0] compelling[0] protagonist[0] for[0] the[0] film[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
courtney love plays althea leasure in a startling turn , completely raw and impulsive . 	courtney love plays althea leasure in a startling turn , completely raw and impulsive .	3	-2	 courtney[0] love[2] plays[1] althea[0] leasure[0] in[0] a[0] startling[-1] turn[0] completely[0] raw[0] and[0] impulsive[-1] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
it's a very solid performance , brash and naturalistic , and love is extremely compelling ; it's difficult to take your eyes off her onscreen , and her chemistry with harrelson is dead-on . 	it's a very solid performance , brash and naturalistic , and love is extremely compelling ; it's difficult to take your eyes off her onscreen , and her chemistry with harrelson is dead-on .	3	-3	 it's[0] a[0] very[0] solid[0] performance[0] brash[0] and[0] naturalistic[0] and[0] love[2] is[0] extremely[0] compelling[0] it's[0] difficult[-1] to[0] take[0] your[0] eyes[0] off[0] her[0] onscreen[0] and[0] her[0] chemistry[0] with[0] harrelson[0] is[0] dead[-2] on[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
edward norton , as flynt's straight , level-headed lawyer is often upstaged by his flashier co-stars in the people vs . 	edward norton , as flynt's straight , level-headed lawyer is often upstaged by his flashier co-stars in the people vs .	1	-1	 edward[0] norton[0] as[0] flynt's[0] straight[0] level[0] headed[0] lawyer[0] is[0] often[0] upstaged[0] by[0] his[0] flashier[0] co[0] stars[0] in[0] the[0] people[0] vs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
larry flynt , much as his counterpart lawyer alan isaacman was upstaged by flynt during many of the courtroom scenes , but norton shines in his big scene where he addresses the supreme court in the climactic scene of the film . 	larry flynt , much as his counterpart lawyer alan isacman was upstaged by flynt during many of the courtroom scenes , but norton shines in his big scene where he addresses the supreme court in the climactic scene of the film .	3	-1	 larry[0] flynt[0] much[0] as[0] his[0] counterpart[0] lawyer[0] alan[0] isaacman/isacman[0] was[0] upstaged[0] by[0] flynt[0] during[0] many[0] of[0] the[0] courtroom[0] scenes[0] but[0] norton[0] shines[0] in[0] his[0] big[0] scene[0] where[0] he[0] addresses[0] the[0] supreme[2] court[0] in[0] the[0] climactic[0] scene[0] of[0] the[0] film[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
one can sense the frustration that norton's character feels when harrelson's free-talking flynt sabotages trial after trial on him by openly speaking his mind , and this results in a heightened emotional punch when norton's isaacman has the opportunity to sway the supreme court judges . 	one can sense the frustration that norton's character feels when harrelson's free-talking flynt sabotages trial after trial on him by openly speaking his mind , and this results in a heightened emotional punch when norton's isacman has the opportunity to sway the supreme court judges .	3	-3	 one[0] can[0] sense[0] the[0] frustration[-2] that[0] norton's[0] character[0] feels[0] when[0] harrelson's[0] free[0] talking[0] flynt[0] sabotages[-1] trial[0] after[0] trial[0] on[0] him[0] by[0] openly[0] speaking[0] his[0] mind[0] and[0] this[0] results[0] in[0] a[0] heightened[0] emotional[-1] punch[-1] when[0] norton's[0] isaacman/isacman[0] has[0] the[0] opportunity[0] to[0] sway[0] the[0] supreme[2] court[0] judges[0] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
milos forman keeps the film moving - although it runs over two hours , it never drags - and his direction of the film is very effective , eliciting a great deal of empathy for a subject which could be construed by some as extremely sordid and unsympathetic . 	milos forman keeps the film moving - although it runs over two hours , it never drags - and his direction of the film is very effective , eliciting a great deal of empathy for a subject which could be construed by some as extremely sordid and unsympathetic .	3	-1	 milos[0] forman[0] keeps[0] the[0] film[0] moving[0] although[0] it[0] runs[0] over[0] two[0] hours[0] it[0] never[0] drags[0] and[0] his[0] direction[0] of[0] the[0] film[0] is[0] very[0] effective[0] eliciting[0] a[0] great[2] deal[0] of[0] empathy[0] for[0] a[0] subject[0] which[0] could[0] be[0] construed[0] by[0] some[0] as[0] extremely[0] sordid[0] and[0] unsympathetic[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
there's also a great visual technique which forman uses to indicate the passing of time in one shot , which is both clever and extremely entertaining . 	there's also a great visual technique which forman uses to indicate the passing of time in one shot , which is both clever and extremely entertaining .	3	-2	 there's[0] also[0] a[0] great[2] visual[0] technique[0] which[0] forman[0] uses[0] to[0] indicate[0] the[0] passing[0] of[0] time[0] in[0] one[0] shot[-1] which[0] is[0] both[0] clever[0] and[0] extremely[0] entertaining[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
two minor quibbles with the film - it certainly seems like the people vs . 	two minor quibbles with the film - it certainly seems like the people vs .	2	-1	 two[0] minor[0] quibbles[0] with[0] the[0] film[0] it[0] certainly[0] seems[0] like[1] the[0] people[0] vs[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
larry flynt is in a rush to get to its main theme , with flynt battling against authorities and the system for his freedom of speech . 	larry flynt is in a rush to get to its main theme , with flynt battling against authorities and the system for his freedom of speech .	1	-2	 larry[0] flynt[0] is[0] in[0] a[0] rush[0] to[0] get[0] to[0] its[0] main[0] theme[0] with[0] flynt[0] battling[0] against[-1] authorities[0] and[0] the[0] system[0] for[0] his[0] freedom[0] of[0] speech[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
consequently , the first thirty minutes of the film , introducing and setting up the characters , seem unduly rushed ; perhaps it is merely due to the fact that these characters are so interesting , but i felt it would have worked better if this route was taken in a more leisurely fashion . 	consequently , the first thirty minutes of the film , introducing and setting up the characters , seem unduly rushed ; perhaps it is merely due to the fact that these characters are so interesting , but i felt it would have worked better if this route was taken in a more leisurely fashion .	2	-1	 consequently[0] the[0] first[0] thirty[0] minutes[0] of[0] the[0] film[0] introducing[0] and[0] setting[0] up[0] the[0] characters[0] seem[0] unduly[0] rushed[0] perhaps[0] it[0] is[0] merely[0] due[0] to[0] the[0] fact[0] that[0] these[0] characters[0] are[0] so[0] interesting[1] but[0] i[0] felt[0] it[0] would[0] have[0] worked[0] better[0] if[0] this[0] route[0] was[0] taken[0] in[0] a[0] more[0] leisurely[0] fashion[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
it also felt like there was a distinctive lack of insight into the inner workings of these characters - the film clearly shows what flynt , althea , isaacman , and rev . jerry faldwell did , and on a superficial level some of their motivations , but it never seemed like one could really understand the characters on a deeper level . 	it also felt like there was a distinctive lack of insight into the inner workings of these characters - the film clearly shows what flynt , althea , isacman , and rev .<br> jerry faldwell did , and on a superficial level some of their motivations , but it never seemed like one could really understand the characters on a deeper level .	2	-2	 it[0] also[0] felt[0] like[1] there[0] was[0] a[0] distinctive[0] lack[-1] of[0] insight[0] into[0] the[0] inner[0] workings[0] of[0] these[0] characters[0] the[0] film[0] clearly[0] shows[0] what[0] flynt[0] althea[0] isaacman/isacman[0] and[0] rev[0] [[Sentence=-2,2=word max, 1-5]] jerry[0] faldwell[0] did[0] and[0] on[0] a[0] superficial[-1] level[0] some[0] of[0] their[0] motivations[0] but[0] it[0] never[0] seemed[0] like[1][NegatedDueToPreviousWord] one[0] could[0] really[0] understand[0] the[0] characters[0] on[0] a[0] deeper[0] level[0] [[Sentence=-2,1=word max, 1-5]][[[2,-2 max of sentences]]]
for example , why larry flynt was compelled by ruth carter stapleton ( president carter's sister ) to be born-again is a mystery to me . 	for example , why larry flynt was compelled by ruth carter stapleton ( president carter's sister ) to be born-again is a mystery to me .	1	-1	 for[0] example[0] why[0] larry[0] flynt[0] was[0] compelled[0] by[0] ruth[0] carter[0] stapleton[0] president[0] carter's[0] sister[0] to[0] be[0] born[0] again[0] is[0] a[0] mystery[0] to[0] me[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
then again , perhaps it was to him as well . 	then again , perhaps it was to him as well .	1	-1	 then[0] again[0] perhaps[0] it[0] was[0] to[0] him[0] as[0] well[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
these two points don't detract greatly from the film . 	these two points don't detract greatly from the film .	2	-3	 these[0] two[0] points[0] don't[0] detract[-1][NegatedDueToPreviousWord] greatly[2][NegatedDueToPreviousWord] from[0] the[0] film[0] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
the people vs . 	the people vs .	1	-1	 the[0] people[0] vs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
larry flynt is certainly among the very best studio-released films of 1996 , and works both as a ringing political statement about the importance of freedom of speech and the depths to which larry flynt would go to advance the cause of free expression , and as a touching love story . 	larry flynt is certainly among the very best studio-released films of 1996 , and works both as a ringing political statement about the importance of freedom of speech and the depths to which larry flynt would go to advance the cause of free expression , and as a touching love story .	3	-1	 larry[0] flynt[0] is[0] certainly[0] among[0] the[0] very[0] best[1][1 LastWordBoosterStrength] studio[0] released[0] films[0] of[0] 1996[0] and[0] works[0] both[0] as[0] a[0] ringing[0] political[0] statement[0] about[0] the[0] importance[0] of[0] freedom[0] of[0] speech[0] and[0] the[0] depths[0] to[0] which[0] larry[0] flynt[0] would[0] go[0] to[0] advance[0] the[0] cause[0] of[0] free[0] expression[0] and[0] as[0] a[0] touching[0] love[2] story[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
