note : some may consider portions of the following text to be spoilers . 	Translation	Positive	Negative	EmotionRationale
the story , then , is basically an eccentricity , but it's a clever , astute eccentricity , perceptively zeroing in on the modern mistrust of mathematical reductionism ; in an age where a dominant societal phobia is one's individualism being replaced by a series of numeric identifiers , max's all-consuming penchent for numbers at once creates a lingering , unsettling mood . 	the story , then , is basically an eccentricity , but it's a clever , astute eccentricity , perceptively zeroing in on the modern mistrust of mathematical reductionism ; in an age where a dominant societal phobia is one's individualism being replaced by a series of numeric identifiers , max's all-consuming penchent for numbers at once creates a lingering , unsettling mood .	1	-3	 the[0] story[0] then[0] is[0] basically[0] an[0] eccentricity[-1] but[0] it's[0] a[0] clever[0] astute[0] eccentricity[-1] perceptively[0] zeroing[0] in[0] on[0] the[0] modern[0] mistrust[-1] of[0] mathematical[0] reductionism[0] in[0] an[0] age[0] where[0] a[0] dominant[0] societal[0] phobia[-2] is[0] one's[0] individualism[0] being[0] replaced[0] by[0] a[0] series[0] of[0] numeric[0] identifiers[0] max's[0] all[0] consuming[0] penchent[0] for[0] numbers[0] at[0] once[0] creates[0] a[0] lingering[0] unsettling[-1] mood[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
it helps matters that he's not a particularly likable protagonist . 	it helps matters that he's not a particularly likable protagonist .	1	-1	 it[0] helps[0] matters[0] that[0] he's[0] not[0] a[0] particularly[0] likable[0] protagonist[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
all attempts of friendliness from neighbours are curtly rebuffed by max , a spindly , neurotic-looking individual who hasn't the time to indulge in pleasantries . 	all attempts of friendliness from neighbours are curtly rebuffed by max , a spindly , neurotic-looking individual who hasn't the time to indulge in pleasantries .	3	-3	 all[0] attempts[0] of[0] friendliness[1] from[0] neighbours[0] are[0] curtly[0] rebuffed[-1] by[0] max[0] a[0] spindly[0] neurotic[-2] looking[0] individual[0] who[0] hasn't[0] the[0] time[0] to[0] indulge[-1] in[0] pleasantries[2] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
for a film which puts its lead character front and center ( mr . gullette appears in virtually every scene ) , pi takes a refreshing and effective approach in avoiding conventional aesthetics ; because of our ambivalence with max , we're not so much avidly rooting for him to triumph with a moment of epiphany as we're following him through this plot with a sense of mixed dread and morbid fascination -- it's more disturbing journey than quest . 	for a film which puts its lead character front and center ( mr .<br> gullette appears in virtually every scene ) , pi takes a refreshing and effective approach in avoiding conventional aesthetics ; because of our ambivalence with max , we're not so much avidly rooting for him to triumph with a moment of epiphany as we're following him through this plot with a sense of mixed dread and morbid fascination - it's more disturbing journey than quest .	3	-4	 for[0] a[0] film[0] which[0] puts[0] its[0] lead[0] character[0] front[0] and[0] center[0] mr[0] [[Sentence=-1,1=word max, 1-5]] gullette[0] appears[0] in[0] virtually[0] every[0] scene[0] pi[0] takes[0] a[0] refreshing[0] and[0] effective[0] approach[0] in[0] avoiding[-1] conventional[0] aesthetics[0] because[0] of[0] our[0] ambivalence[0] with[0] max[0] we're[0] not[0] so[0] much[0] avidly[0] rooting[0] for[0] him[0] to[0] triumph[2] with[0] a[0] moment[0] of[0] epiphany[0] as[0] we're[0] following[0] him[0] through[0] this[0] plot[0] with[0] a[0] sense[0] of[0] mixed[0] dread[-3] and[0] morbid[0] fascination[0] it's[0] more[0] disturbing[-1] journey[0] than[0] quest[0] [[Sentence=-4,3=word max, 1-5]][[[3,-4 max of sentences]]]
still , we do care about max's fate . 	still , we do care about max's fate .	2	-1	 still[0] we[0] do[0] care[1] about[0] max's[0] fate[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
teetering on the edge of dementia , he winds up being pursued by two different groups which want to pick his brain , both fronted by deliciously perky , resolutely cheerful representatives with inevitably duplictious intentions . 	teetering on the edge of dementia , he winds up being pursued by two different groups which want to pick his brain , both fronted by deliciously perky , resolutely cheerful representatives with inevitably duplictious intentions .	3	-1	 teetering[0] on[0] the[0] edge[0] of[0] dementia[0] he[0] winds[0] up[0] being[0] pursued[0] by[0] two[0] different[0] groups[0] which[0] want[0] to[0] pick[0] his[0] brain[0] both[0] fronted[0] by[0] deliciously[2] perky[0] resolutely[0] cheerful[2] representatives[0] with[0] inevitably[0] duplictious[0] intentions[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
as we know , in films where paranoia is a dominant element ( see the truman show's laura linney character ) , or for that matter , in real life , it's always the ones who never stop smiling at you and are overly friendly that are the ones of which to be wary . 	as we know , in films where paranoia is a dominant element ( see the truman show's laura linney character ) , or for that matter , in real life , it's always the ones who never stop smiling at you and are overly friendly that are the ones of which to be wary .	2	-3	 as[0] we[0] know[0] in[0] films[0] where[0] paranoia[-2] is[0] a[0] dominant[0] element[0] see[0] the[0] truman[0] show's[0] laura[0] linney[0] character[0] or[0] for[0] that[0] matter[0] in[0] real[0] life[0] it's[0] always[0] the[0] ones[0] who[0] never[0] stop[0] smiling[2][NegatedDueToPreviousWord] at[0] you[0] and[0] are[0] overly[0] friendly[1] that[0] are[0] the[0] ones[0] of[0] which[0] to[0] be[0] wary[-1] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
pi , a film that addresses patterns , itself intentionally adheres to an identifiable pattern cycle -- headache scene ; important revelation or bit of plot development ; pill-popping montage ; hallucinatory nightmare ( with decidedly cronenberg-esque undertones -- few other directors are as equally adept in bridging unsettling concepts and body-themed horror ) ; nosebleeding reality . 	pi , a film that addresses patterns , itself intentionally adheres to an identifiable pattern cycle - headache scene ; important revelation or bit of plot development ; pill-popping montage ; hallucinatory nightmare ( with decidedly cronenberg-esque undertones - few other directors are as equally adept in bridging unsettling concepts and body-themed horror ) ; nosebleeding reality .	1	-4	 pi[0] a[0] film[0] that[0] addresses[0] patterns[0] itself[0] intentionally[0] adheres[0] to[0] an[0] identifiable[0] pattern[0] cycle[0] headache[-1] scene[0] important[0] revelation[0] or[0] bit[0] of[0] plot[0] development[0] pill[0] popping[0] montage[0] hallucinatory[0] nightmare[-2] with[0] decidedly[0] cronenberg[0] esque[0] undertones[0] few[0] other[0] directors[0] are[0] as[0] equally[0] adept[0] in[0] bridging[0] unsettling[-1] concepts[0] and[0] body[0] themed[0] horror[-3] nosebleeding[0] reality[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
the repetitiveness , far from being tedious , is effectively maddening ; more than anything , the picture aims to get under our skins and take in events from max's claustrophobic perspective . 	the repetitiveness , far from being tedious , is effectively maddening ; more than anything , the picture aims to get under our skins and take in events from max's claustrophobic perspective .	1	-3	 the[0] repetitiveness[0] far[0] from[0] being[0] tedious[-2] is[0] effectively[0] maddening[-2] more[0] than[0] anything[0] the[0] picture[0] aims[0] to[0] get[0] under[0] our[0] skins[0] and[0] take[0] in[0] events[0] from[0] max's[0] claustrophobic[0] perspective[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
in this regard , it wildly succeeds due to mr . aronofsky's striking direction . 	in this regard , it wildly succeeds due to mr .<br> aronofsky's striking direction .	3	-1	 in[0] this[0] regard[0] it[0] wildly[0] succeeds[2] due[0] to[0] mr[0] [[Sentence=-1,3=word max, 1-5]] aronofsky's[0] striking[0] direction[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
it's a rarity that a film so completely immerses itself into a protagonist's warped perspective of his surrounding , and high contrast black-and-white cinematography combined with constant usage of extreme close-ups lend a heightened sense of paranoia to the proceedings . 	it's a rarity that a film so completely immerses itself into a protagonist's warped perspective of his surrounding , and high contrast black-and-white cinematography combined with constant usage of extreme close-ups lend a heightened sense of paranoia to the proceedings .	1	-3	 it's[0] a[0] rarity[0] that[0] a[0] film[0] so[0] completely[0] immerses[0] itself[0] into[0] a[0] protagonist's[0] warped[-1] perspective[0] of[0] his[0] surrounding[0] and[0] high[0] contrast[0] black[0] and[0] white[0] cinematography[0] combined[0] with[0] constant[0] usage[0] of[0] extreme[0] close[0] ups[0] lend[0] a[0] heightened[0] sense[0] of[0] paranoia[-2] to[0] the[0] proceedings[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
 ( in some scenes , the stark composition in conjunction with the lumbering approach by mr . gullette make his character curiously resemble a latter-day max schreck , from nosferatu . ) 	 ( in some scenes , the stark composition in conjunction with the lumbering approach by mr .<br> gullette make his character curiously resemble a latter-day max schreck , from nosferatu .<br> )	1	-2	 in[0] some[0] scenes[0] the[0] stark[-1] composition[0] in[0] conjunction[0] with[0] the[0] lumbering[0] approach[0] by[0] mr[0] [[Sentence=-2,1=word max, 1-5]] gullette[0] make[0] his[0] character[0] curiously[0] resemble[0] a[0] latter[0] day[0] max[0] schreck[0] from[0] nosferatu[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
using savage , jittery lensing and rapid cuts to create a sense of disorientation , the picture is often dizzying to behold , and max's effective isolationism is emphasized by shots from the so-called snorri cam , which keep him in plain focus while the environment races by in blurred bursts . 	using savage , jittery lensing and rapid cuts to create a sense of disorientation , the picture is often dizying to behold , and max's effective isolationism is emphasized by shots from the so-called snorri cam , which keep him in plain focus while the environment races by in blurred bursts .	1	-3	 using[0] savage[-2] jittery[-1] lensing[0] and[0] rapid[0] cuts[0] to[0] create[0] a[0] sense[0] of[0] disorientation[0] the[0] picture[0] is[0] often[0] dizzying/dizying[0] to[0] behold[0] and[0] max's[0] effective[0] isolationism[-1] is[0] emphasized[0] by[0] shots[0] from[0] the[0] so[0] called[0] snorri[0] cam[0] which[0] keep[0] him[0] in[0] plain[0] focus[0] while[0] the[0] environment[0] races[0] by[0] in[0] blurred[-1] bursts[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
pi's raw , aggressive visuals are reminiscent of david lynch's early work ( in particular , eraserhead ) . 	pi's raw , aggressive visuals are reminiscent of david lynch's early work ( in particular , eraserhead ) .	1	-3	 pi's[0] raw[0] aggressive[-2] visuals[0] are[0] reminiscent[0] of[0] david[0] lynch's[0] early[0] work[0] in[0] particular[0] eraserhead[-1] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
the film's sinister tone splashes onto the screen immediately with a dazzling opening credit sequence ably backed by a sly electronic score by clint mansell , and gradually increases in intensity . 	the film's sinister tone splashes onto the screen immediately with a dazling opening credit sequence ably backed by a sly electronic score by clint mansell , and gradually increases in intensity .	1	-4	 the[0] film's[0] sinister[-3] tone[0] splashes[0] onto[0] the[0] screen[0] immediately[0] with[0] a[0] dazzling/dazling[0] opening[0] credit[0] sequence[0] ably[0] backed[0] by[0] a[0] sly[-1] electronic[0] score[0] by[0] clint[0] mansell[0] and[0] gradually[0] increases[0] in[0] intensity[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
still , amidst all its kafkaesque qualities and overall dispassionate mood , pi does occasionally display a sense of humour . 	still , amidst all its kafkaesque qualities and overall dispassionate mood , pi does occasionally display a sense of humour .	3	-1	 still[0] amidst[0] all[0] its[0] kafkaesque[0] qualities[0] and[0] overall[0] dispassionate[0] mood[0] pi[0] does[0] occasionally[0] display[0] a[0] sense[0] of[0] humour[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
at one point , marcy dawson ( pamela hart , great fun ) entices max with the offer of an invaluable treasure : a one-of-a-kind . . . 	at one point , marcy dawson ( pamela hart , great fun ) entices max with the offer of an invaluable treasure : a one-of-a-kind .<br> .<br> .	3	-1	 at[0] one[0] point[0] marcy[0] dawson[0] pamela[0] hart[0] great[2] fun[1] entices[0] max[0] with[0] the[0] offer[0] of[0] an[0] invaluable[0] treasure[1] a[0] one[0] of[0] a[0] kind[1] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
computer chip . 	computer chip .	1	-1	 computer[0] chip[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
 " isn't it beautiful , " she coos . 	 " isn't it beautiful , " she coos .	1	-3	 isn't[0] it[0] beautiful[2][NegatedDueToPreviousWord] she[0] coos[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
a showcase for mr . aronofsky's technical virtuosity ( made for  60 000 , it's since gone on to capture acclaim at the 1998 sundance film festival ) , pi is an intriguingly cerebral story which , ironically , is perhaps the most purely visceral film of the year . 	a showcase for mr .<br> aronofsky's technical virtuosity ( made for  60 00 , it's since gone on to capture acclaim at the 1998 sundance film festival ) , pi is an intriguingly cerebral story which , ironically , is perhaps the most purely visceral film of the year .	3	-2	 a[0] showcase[0] for[0] mr[0] [[Sentence=-1,1=word max, 1-5]] aronofsky's[0] technical[0] virtuosity[2] made[0] for[0] 60[0] 000/00[0] it's[0] since[0] gone[0] on[0] to[0] capture[-1] acclaim[0] at[0] the[0] 1998[0] sundance[0] film[0] festival[0] pi[0] is[0] an[0] intriguingly[0] cerebral[0] story[0] which[0] ironically[-1] is[0] perhaps[0] the[0] most[0] purely[0] visceral[0] film[0] of[0] the[0] year[0] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
